no,telemedicine,review,label
223,yesdok,"Aplikasi ini sangat bermanfaat dan sangat membantu. Daripada menerka-nerka apa yang kita alami atau sebatas mencari info di gugel, di aplikasi ini kita dapat berkomunikasi langsung dengan dokter yang lebih paham akan keadaan/keluhan kita.",positif
224,yesdok,"Disini saya bisa konsultasi dengan dokter yang ramah. Selain itu, 24 jam kapanpun saya bisa dengan mudah menghubungi dokter saat saya mau menanyakan keluhan yang saya alami. Aplikasi yesdok sangat mudah digunakan.",positif
225,yesdok,"Aplikasi yg sangat membantu dalam hal kesehatan, dokter yg memberikan saran terbaiknya dan mampu menjaga privasi untuk penyakit tertentu memang yesdok sangat dianjurkan terimaksihhh yahh",positif
226,yesdok,"Aplikasi yang sangat bermanfaat, dimana saja dan kapan saja bila butuh konsultasi dengan dokter, gk perlu antri lama dan biaya mahal. Tinggal klik YESDOK sudah bisa tau penyakit yg kita derita saat itu juga. Terimakasih YESDOK",positif
227,yesdok,"Terima kasih Yes Dok.. aku mau coba konsul, app ini ratingnya bagus. Seloga bisa kembantu, mudah dipahami jg aplikasinya, jelas. Dan ada info menarik ttg kesehatan. I like it!!",positif
228,yesdok,Nama : Della Ingratubun YesDok adalah aplikasi yang mempermudah kita dalam hal mengonsultasi keluhan-keluhan yang kita rasa sakit tanpa harus mengantri dan aplikasi ini juga dilengkapi dengan konsultasi yang bukan cuman lewat chat tapi juga lewat LIVE video call dan voice call dan yang paling penting adalah sama dokter terpercaya dan akan dilayani 24jam.,positif
229,yesdok,Bagus buat aku yg kerja tp tetep perlu ke dokter' krn ga harus dateng langsung dengan ada aplikasi ini sangat membantu bgt dan menghemat waktu. Bisa dilakuin kapan dan dimana aja,positif
230,yesdok,"Wow aplikasi YesDok keren banget, Kita bisa konsultasi kesehatan kapanpun dan dimanapun kita berada. Terima Kasih YesDok, Sangant Bermanfaat bagi kehidupan saya.",positif
231,yesdok,"Aplikasi mudah digunakan, sangat memudahkan kita untuk berkonsultasi, dengan biaya yang ekonomis dan cara pembayaran yang tidak ribet dan banyak pilihan metode pembayaran yang bisa dilakukan",positif
232,yesdok,"Apk ini bener bener bisa nambah wawasan tentang kesehatan, didalamnya ada edukasi tentang berbagai penyakit dan cara menangani penyakit penyakit ringan, bantu banget pokoknya.",positif
233,yesdok,Tekan yes di aplikasi brulang2 tetap tidak bisa buat daftar konsul.,negatif
234,yesdok,"Hai, aplikasi ini bagus sekali. Karena bisa mendapatkan konsultasi secara mudah. Tidak perlu datang ke dokter. Serta ramah dan membantu sekali. Terimak kasih Yesdok! 😊",positif
235,yesdok,"aplikasi sangat membantu, saya bisa konsultasi masalah kesehatan saya dengan dokter disini dan mudah digunakan aplikasinya jadi saya bisa menghemat waktu karena tidak perlu kunjungan ke tempat praktek dokter seperti pada umumnya.",positif
236,yesdok,"Sangat membantu dan bermanfaat jika tidak sempat pergi ke klinik untuk konsultasi kesehatan, kereeeennn!! Terimakasih yesdok.. Sangat merekomendasikan dan banyak promonya juga lohhhh",positif
237,yesdok,Yes dok sangat luar biasa. Dokter yang melayani konsultasi sangat ramah dan fast respon. Dan tersedia 24/7.seneng banget.super recomended nih apps nya Makasih YesDok.,positif
238,yesdok,"Aplikasi YesDok ini sangat membantu sekali terutama untuk saya yang jarang punya waktu untuk konsultasi kesehatan langsung ke dokter. Artikel-artikel kesehatannya juga terus update, bikin tambah wawasan. Thank you YesDok!",positif
239,yesdok,"Sangat bagus aplikasi ini kita bisa tanya2 masalah kesehatan, chat telepon atau video call langsung dengan dokter yg menangani,, bermanfaat bgt bagi kita tanpa perlu pergi ke rumah sakit jika sakit ringan",positif
240,yesdok,"Aplikasi yang sangat bermanfaat, sangat dibutuhkan ketika tengah malam. Layanan 24 jam nya itu loh yg bagus banget. Yaa walaupun kadang dokternya agak ngantuk gitu hehe",positif
241,yesdok,"Aplikasi yang baik dan bermanfaat. Sangat Membantu bagi orang yang ingin mengetahui keadaan tubuh. Ada juga artikel-artikel kesehatan, nur sangat membantu. Sukses terus yesdok",positif
242,yesdok,"mantap aplikasinya, kesehatan saya akhir akhir ini sedang tidak baik, namun aplikasi ini dapat membantu perkembangan dan analisis nya setiap hari, dapat berkonsultasi langusng dengan dokternya",positif
243,yesdok,"Aplikasi yang sangat membantu disituasi covid - 19 seperti sekarang ,semenjak ada aplikasi YesDok tidak perlu khawatir lagi untuk berkonsultasi dengan dokter yang sudah terbukti kualitasnya...terimakasih YesDok",positif
244,yesdok,"Aplikasi yang memudah kan kita untuk tetap sehat di sela sela kesibukan, dengan fitur konsultasi secara online yang mudah dan dapat dilakukan dimana saja!!!",positif
245,yesdok,Bisa konsultasi gratis cuma dengan baca artikel. Dokternya ramah dan fast respon.,positif
246,yesdok,Hidup sehat sangat berharga.alhandulillah app yesdok sangat membantu saya dalamengatasi masalah kesehatan saya . Penanganan cepat dan bisa konsultasi langsung dengan dojter ternama. Like yesdok.,positif
247,yesdok,"Aplikasinya bagus bangettt, mudah untuk konsultasi dan banyak artikel bermanfaat mengenai kesehatan....aplikasi ini bikin nyaman dan bikin pola hidup sehat 👍",positif
248,yesdok,"Bagus aplikasi bisa Konsultasi via telfon bahkan via vcall. Dan dapat informasi terupdate tentang covid-19, recommended banget buat yang mau konsultasi tapi masih parno buat ke rs",positif
249,yesdok,aplikasi yang sangat membatu pada saat ini. ditengah wabah yang was was kalo keluar keluar rumah. dengan menggunkaan aplikai yesdok dapat berkonsultasi dengan haya dirumah saja,positif
250,yesdok,"Aplikasi ini sangat bermanfaat dan sangat membantu. Daripada nerka nerka apa yang kita alami atau sebatas mencari info di gugel, di aplikasi ini kita dapat berkomunikasi langsung dengan dokter yg lebih paham.",positif
251,yesdok,"Aplikasi yang bagus dan mudah digunakan. Tampilan menarik, fitur yang tersedia banyak. Keep up the great work!",positif
252,yesdok,Apk ini sangat keren dan menarik. Kita dapat konsultasi tentang kesehatan kita dan keluhan keluhan penyakit yg kita alami. Kita bisa bertanya sepuas nya tanpa harus mengeluarkan biaya yg besar. Keren dan lebih tingkat kan lagi !!!,positif
253,yesdok,"aplikasinya sangat membantu saya untuk bisa konsultasi tanpa harus bertatap muka secara langsung. menghemat banyak waktu , sangat baik untuk dicoba jika ingin berkonsultasi dengan dokter yang baik👍",positif
254,yesdok,"Trimakasih atas layanan gratis ny.. Saran saya tolong ditambahkan bentuk pembayaran lainnya jika ingin chat dokter spesialis terutama lewat via gopay, karena saya pengguna aktif gopay , itu aja sih saran saya yang lain gak ada masalah.",positif
255,yesdok,"Saya sangat senang sekali sama Aplikasi YesDok ini , Artikelnya sangat membantu sekali, Bisa ngerasain Konsultasi Live dgn Dokter , Menurutku sangat Hemat yah mulai Hemat Biaya , Hemat Waktu dan Praktis, Aplikasi Terbaik yang bisa kunikmati saat ini , Terima KaSiH dan SukSes tEruS buat YesDoK 🙏",positif
256,yesdok,"untung ada aplikasi yesdok, tanya dokter bisa mudah dan cepat dengan aplikasi yesdok. kita tak perlu lagi datang ke klinik atau rumah sakit. aplikasi kayak gini harus ditingkatkan supaya dapat menyehatkan seluruh orang",positif
257,yesdok,"Aplikasi ini bermanfaat sekali ..terlebih bagi yang kurang mengerti cara dalam penanganan suatu penyakit, di aplikasi ini penuh dengan informasi mengenai kesehatan yang bisa kita pelajari.. Sangat membantu",positif
258,yesdok,"aplikasinya sangat bagus, para dokternya juga jelas dalam penjelasan beserta resep obat, dan yang paling saya suka dapat membantu keluarga saya yang sedang sakit tanpa harus pergi kerumah sakit terdekat👍🏻👍🏻👍🏻👍🏻top rating app ini hhe",positif
259,yesdok,"Mantap aplikasi ini, mempermudah saya buat konsultasi langsung dengan dokter profesional dengan biaya yang murah dan lebih mudah karena dimana pun tinggal buka yesdok aja. Terimakasih yesdok",positif
260,yesdok,"Aplikasi yang sangat membantu di saat mager gamau ke dokter sekarang cukup lewat gadget semuanya bisa di permudah, thnks developer saya suka dan sangat terbantu oleh aplikasi ini.",positif
261,yesdok,"Yes ,,, aku baru pake aplikasi ini , wah ini sangat bagus ,praktis dan membantu .. Aplikasi ini Aku SUKA bingiiittt .. Terima kasih YesDok .. kamu beri pertolongan untuk kami melalui aplikasi super help .. 😊",positif
262,yesdok,"Bagus dan sangat membantu, serta saya juga ngerasa aman bnget jadi sewaktu-waktu kalau butuh konsultasi dan ada yg butuh bantuan saya bisa menggunakan Yesdok dengan mudah, semoga makin sukses Yesdok",positif
263,yesdok,Wah bagus sekali aplikasi ini.... Sangat bermanfat sekali bisa consultasi tentang kesehatan . Beruntung sekali ada aplikasi ini .mantap saya senang saya gembira,positif
264,yesdok,"Aplikasi YesDok mudah digunakan, dan mudah berkonsultasi seputar keluhan medis yang sedang kita alami. Selain itu banyak artikel informatifnya. Terimakasih YesDok.",positif
265,yesdok,"Tentang penyakit yang biasanya saya obati di kampung, semoga saja bisa terpecahkan dengan bantuan aplikasi ini, saya sangat senang dengan kehadiran apk konsultasi bukan hanya karna penyakit, karna kemudahan yang saya dapatkan",positif
266,yesdok,"Aplikasi yang bagus sekali, kita jadi bisa berkomunikasi dengan dokter yang terpercaya untuk konsultasi masalah kesehatan kita sendiri. Top dahh untuk aplikasi yes dok",positif
267,yesdok,"Terima kasih admin, sudah membuat aplkasi ini, aplikasi yang sangat membantu saya dalam nanya2 tentang kesehatan secara langsung dengan dokter tapi dengan media online, sangat mudah digunakan aplikasinya mantap",positif
268,yesdok,Aplikasi sangat bagus untuk saya yg sudah lanjut usia..bisa langsung konsultasi dengan lebih mudah..terima kasih yes dok smga sukses selalu,positif
269,yesdok,"Aplikasi ini sangat bermanfaat untuk kita yg selalu khawatir akan kesehatan dan tidak punya waktu untuk ke dokter, di aplikasi ini kita bisa langsung konsultasi tanpa capek capek ketempat dokternya langsung , kerennnnn !!!",positif
270,yesdok,Aplikasi bagus dan sangat efektif sekali. Tidak perlu antri dan jauh2 datang penyedia faskes. Terimakasih YesDok sudah menyediakan aplikasi kesehatan terbaik.,positif
271,yesdok,"Menurut saya aplikasi ini sangat bagus dan baik. Apalagi disaat saat pandemi ini, jika kita ada gangguan atau masalah kesehatan kita dapat berkonsultasi dengan aplikasi ini tanpa keluar rumah.",positif
272,yesdok,Menyenangkan sekali bisa langsung konsultasi di ahlinya langsung jd gk perlu kesana kemari dan gk perlu biaya banyak.. Thanks dok.. 😊😊,positif
273,yesdok,"Sangat membantu semua jadi lebih mudah, dokternya sangat ramah dan fastrespone. Tampilan applikasinya juga sangat menarik. 👍👍👍",positif
274,yesdok,"saya itu tiap minggu harus antar orang tua saya ke dokter untuk konsultasi dan itu membutuhkan waktu plng cepat 1 hari,jdi full seharian waktu saya habis tapi sejak saya menggunakan aplikasi yesdok waktu saya jadi lebih singķat sungguh membantu gak perlu susah susah datang dan mengantri langsung dilayani dengan ramah pelayanan cepat,rekomendet banget deh pokoknya,kalau ada apa apa cukup konsultasi via aplikasi aja udah bisa!g perlu susah susah seperti dulu lagi yesdok emang jawaban tepat .",positif
275,yesdok,"Berguna untuk darurat ketika anak-anak dirumah mengalami gangguan kesehatan yang tiba-tiba, bisa konsultasi via aplikasi ini dan mengikuti arahan perlu kedokter atau rumah sakit.... Terus berbenah....",positif
276,yesdok,"YesDok sangat bermanfaat, memiliki fitur yg bagus dan simple.. Sangat membantu untuk saya pekerja yg tidak memiliki waktu luang untuk pergi ke dokter, Terima kasih YesDok!",positif
277,yesdok,Aplikasi ini sangat bermanfaat. Memudahkan dalam berkonsultasi dengan dokter tanpa harus antri meskipun tidak datang ke pelayanan kesehatan. Dokternya juga ramah dan memberikan penjelasan yang mudah dimengerti. Terima kasih YesDok :),positif
278,yesdok,Banyak manfaat dari aplikasi ini. Konsultasi ke dokter tanpa harus antri. Bisa cek kesehatan juga. Dimbah ada hadiah handphone jadi makin menarik. Moga terus maju dan makin berkembang. Trims.,positif
279,yesdok,Apliaksi yesdok yang paling bagus yang pernah saya kunjungi. Konsiltasi dokter online membuat kita mudah dan menyingkat waktu. Semoga aplikasinya lebih maju lagi. Terimakasih YesDok.,positif
280,yesdok,"Berkat YesDok semuanya jadi terasa mudah, tidak ada lagi antrian, tidak ada lagi hambatan demi kesehatan, download aplikasi ny sekarang, terimakasih YesDok",positif
281,yesdok,"Aplikasi kesehatan yg sangat membantu sekali, terutama di kondisi adanya wabah covid seperti sekarang, masih tetap bisa konsultasi dengan dokter2 terpercaya tanpa harus keluar rumah, tentunya dengan biaya yang sangat terjangkau, terima kasih aplikasi YesDok dan dokter- dokter nya",positif
282,yesdok,Aplikasi nya bermanfaat sekali buat saya yang tidak ada waktu buat berkonsultasi ke dokter. Praktis dan simple bisa telpon atau videocall dengan dokter 24jam. Very recommend e-health apps.,positif
283,yesdok,"Aplikasi yang sangat membantu semua orang dalam hal kesehatan. Konsultasi dg dokter yg ramah dan penjelasan yg mudah dipahami. Saran yg dianjurkan dokternya juga sangat membantu,terima kasih yesdok... Semoga semakin baik",positif
284,yesdok,"Alhamdulillah berkat YesDok konsultasi dokter jadi lebih mudah kapanpun dan dimanapun, tidak perlu antri lama, fast respon dan pemecahan masalahnya terbaik, mulai dari penanganan sampai pengobatan dipaparkan lebih rinci, Dokter nya pilihan dokter terbaik di Indonesia jadi pilihan tepat memakai aplikasi YesDok ini. Sukses selalu...",positif
285,yesdok,YesDok aplikasinya sangat bermanfaat serta menghemat waktu saya ketika saya sedang sakit & ingin mencari solusi yg cepat saya bisa berkonsultasi dg dokter & diberikan konsul yg cepat🤗,positif
286,yesdok,"Artikel yg diposting sangat membantu menambah wawasan tentang kesehatan, juga ada fitur konsultasi langsung dengan dokter tanpa harus bertatap muka langsung dengan dokter. Keseluruhannya top deh app ini, sukses selalu.",positif
287,yesdok,"Dokter di aplikasi yesdok setiap hari melayani pasien nya dengan baik dan ramah ,mantap,Dimanapun bisa kita bisa konsultasi dengan apk YesDok dokter siap 24. jamSalah satu aplikasi kesehatan terbaik, dibandingkan aplikasi lain yang masih banyak kekurangan.",positif
288,yesdok,Aplikasi Yesdok kereeennnnnn.... Seneng dech rasanya bisa konsultasi dengan dokter via online...Pelayanan ramah dan penggunaannya pun cukup simple.,positif
289,yesdok,"Aplikasi yesdok menghemat waktu, biayanya murah mudah & cepat, selain itu pelayanan dokternya ramah💯",positif
290,yesdok,"Aplikasi yang sangat bagus untuk konsultasi masalah kesehatan kita tanpa perlu keluar rumah disaat pandemi virus corona, terbantu dengan adanya apk ini, respon cepat dan pelayan yg baik. This is great apk for you.",positif
291,yesdok,"Bagus banget aplikasi jadi gak harus keluar rumah untuk konsultasi, banyak juga tips tips untuk untuk menjaga kesehatan dan setiap baca berita dapet poin dan bisa ditukerin buat konsultasi gratis",positif
292,yesdok,"aplikasi ini sangat bermanfaat. selain bisa untuk berkonsultasi dengan dokter secara langsung, kita juga bisa mengetahui tips tips agar kita bisa hidup sehat dengan membaca berbagai macam artikel didalam aplikasi ini. sukses selalu yesdok :)",positif
293,yesdok,"Kunjungan kedokter lebih murah dan juga dokter dokter yang kompeten di bidang nya dan mempunyai surat izin yang jelas , semoga aplikasi nyamakin bagus dan fitur fitur nya di perbanyak dan tampilan nya makin keren ke depan nya",positif
294,yesdok,"Baik ini applikasinya, bisa konsul dokter 24jam lagi, bisa nambah wawasan seputar kesehatan, artikel2 yg tersedia jg bermanfaat.... Rekomended banget dehh...",positif
295,yesdok,Dengan aplikasi ini saya jadi tidak terlalu khawatir dengan kesehatan saya karena saya bisa memantau kesehatan dengan berbagai cara didalam aplikasi yesdok ini. Disini juga tersedia beberapa dokter yang bisa konsultasi selama 24 jam kapanpun dibutuhkan.,positif
296,yesdok,Aplikasi yang sangat bermanfaat dan bagus sekali. Saya bisa berkonsultasi terlebih dahulu sebelum pergi secara langsung ke dokter untuk konsultasi lebih lanjut. Terima kasih yesdok sudah sangat membantu :),positif
297,yesdok,"Aplikasi kesehatan yang paling bagus. Mau kapan aja konsultasi bisa, karna aplikasi ini 24 jam buka dan gaperlu ribet2 pakai antri segala.",positif
298,yesdok,Aplikasi YesDok sudah cukup bagus tinggal tampilan dan fiturnya perlu ditingkatkan lagi. Mantap pokoknya,positif
299,yesdok,"Wah, aplikasi ini sangat membantu dan mudah digunakan. Cocok bagi saya yg sibuk krn bekerja dan kuliah. Tinggal klik klik, konsultasi dehh, ngga perlu ribet. Terimakasih yesdok! Chyntakkkk",positif
300,yesdok,"Sangat membantu dan bermanfaat Aplikasi sangat membantu mempermudah untuk konsultasi dimanapun kita berada, menanyakan keluhan tidak harus repot antri ke dokter karena bisa langsung konsultasi melalui aplikasi ini",positif
301,yesdok,"Saya sudah merekomdasikan aplikasi ini dengan keluarga dan teman-teman dekat saya, serius ini aplikasi berguna banget untuk membantu kita dalam keadaan apapun dan yg jelas sangat mudah dalam prosesnya..",positif
302,yesdok,"YesDok aplikasi yg tepat buat orang"" yg mencari akses kesehatan, selain dokter yg berpengalaman, masalah biaya juga terjangkau.",positif
303,yesdok,"Banyak sekali yang bisa digunakan oleh aplikasi yes dok, seperti konsultasi dokter, informoasi tentang penyakit, dll sebagainya. Saya sebagai pengguna apk ini menyarankan untuk semua orang agar menggunakan apk ini, karena sangat membantu sekali. Terimakasih yesdok",positif
304,yesdok,"Buat saya aplikasi ini sangat banyak sekali manfaatnya, selain bisa konsultasi kesehatan secara lgsung, jg kita bisa mendapat pengetahuan baru mengenai bagaimana agar kita selalu dalam kondisi sehat. Thanks Yesdok....",positif
305,yesdok,Dengan aplikasi ini kita bisa cukup mudah untuk berkonsultasi tentang sakit yang sedang kita rasakan bahkan yang selalu dirasakan jadi cukup install aplikasi yesdok ya cukup mudah ko...,positif
306,yesdok,"Aplikasi ini sangat memudahkan di situasi seperti ini, karena bisa berkonsultasi lewat hp saja, dan tidak perlu keluar dari rumah. Plihan kategorinya juga sangat lengkap dan spesifik. Ayo instal aplikasi YesDok sekarang juga😊",positif
307,yesdok,"Aplikasi yg sangat bermanfaat dan dokternya sangat ramah ,chat says dibalas dengan sangat cepat dan detail ,dan Layanan dokter sangat memuaskan.. Semoga bermanfaat juga bagi masyarakat Indonesia,, aamiin",positif
308,yesdok,"Aplikasi ini sangat recommended buat kalian yg takut atau malu untuk kedokter, saya bisa Konsultasi dan menanyakan permasalahan saya kapan saja dan dimana saja , dengan biaya terjangkau kesehatan anda bisa terus terpantau dengan dokter yg sudah terverifikasi",positif
309,yesdok,"Aplikasi nya mantap gaperlu keluar rumah bisa cek langsung dirumah, rekomendasi banget buat yang pengen cek sakit tapi gamau keluar rumah , rekomendasi banget",positif
310,yesdok,"Saya sudah merekomendasikan dengan teman teman kuliah saya. Serius deh, mereka sampai download juga hehehhe mantap.. Sangat berguna dan bermanfaat sekali. Bisa berkonsultasi secara langsung dengan Dokter yang ahli dalam bidangnya. Kalau boleh saran, lebih di sebarkan lagi info aplikasi ini biar semua orang pada tau. Saya MENYESAL kenapa baru tau aplikasi sebagus ini sekarang. Sukses selalu. 👍👍👍",positif
311,yesdok,"Sangat membantu terutama bagi pelajar seperti saya, saran yang di berikan pun sangat mudah di mengerti dan tepat. Terimakasih.",positif
312,yesdok,"Salah aplikasi e-healt terbaik yang bisa dijangkau oleh platform mobile, mudah dan tangguh, dengan aplikasi ini saya dapat berkomunikasi secara langsung dengan dokter profesional untuk berkonsultasi mengenai gejala-gejala penyakit yang saya alami.",positif
313,yesdok,"Benar-benar terbukti manfaat dari aplikasi ini, sangat berguna bagi siapapun yang ingin berkonsultasi 24 jam nonstop. Yesdok juga terbukti sangat ramah. Bagusss dehhh!!!",positif
314,yesdok,"Aplikasi paling bagus untuk konsultasi dengan dokter yang ahli , saya sangat merkomendasikan teman teman untuk mendownload aplikasinya karena kita bisa tau penyakit yang kita alami cukup dengan klik aplikasi YesDok . Thanks",positif
315,yesdok,"Aplikasi YesDok ini sangat membatu sekali buat saya, ketika ada keluhan bisa konsul langsung dengan dokter2 yg sudah berpengalaman, sukses terus YesDok",positif
316,yesdok,"terima kasih. Ini aplikasi yg aku suka untuk konsultasi masalah kesehatan. berbayar namun sebanding dengan apa yg didapat. daripada mwencari artikel yg belum tentu kebenarannya, ya lebih baik di YesDok aja",positif
317,yesdok,"Aplikasi ini sangat bermanfaat dan sangat membantu. Daripada nerka nerka apa yang kita alami atau sebatas mencari info di gugel, di aplikasi ini kita dapat berkomunikasi langsung dengan dokter yg lebih paham.",positif
318,yesdok,"Aplikasi ini sangat bermanfaat dan sangat membantu. Daripada nerka nerka apa yang kita alami atau sebatas mencari info di gugel, di aplikasi ini kita dapat berkomunikasi langsung dengan dokter yg lebih paham.",positif
319,yesdok,"Aplikasinya okey banget, sangat membantu dikala tidak sempat keluar untuk periksa, semoga bermanfaat selalu, selamat mencoba untuk semua",positif
320,yesdok,"Buat konsul dgn dokter recommended bgt nih resep juga bisa ditebus, kadang apotik selain k24 ada yg blum support e-recipe,cba cari yg apotik lain aja.. saran nih lebih banyakin metode pembayaran kayak shopee,tokped dll misalnya.",positif
321,yesdok,"Mantap banget, aplikasi yang sangat membantu. Apalagi untuk aku yang jauh dari akses rumah sakit atau klik. Supaya lebih praktis. Apalagi ini stand bye 24 jam.",positif
322,yesdok,"Pelayanan yang diberikan sangat memuaskan. Segala sesuatunya jelas, singkat dan mudah dipahami. Serta dokter yg ada juga sangat ramah. Tetap jaga performa baik ini. Terima kasih.",positif
323,yesdok,"Alhamdulillah aplikasi ini sangat membantu dan berguna bagi orang"" yang sedang dalam proses penyembuhan dan orang"" yang mempunyai berbagai penyakit bisa langsung konsultasi di aplikasi ini..thanks apk YesDok :)",positif
324,yesdok,"Wah bagus banget aplikasi saya sangat terbantu sekali dengan aplikasi ini bisa tanya apapun, kapanpun, dan di manapun... Terus tingkatkan lagi yaa..",positif
325,yesdok,"Ahirnya ada juga aplikasi yang membatu saya untuk konsul kesehatan, dan dilayani oleh pakar ahlinya dan reaponnyapun sangat cepat dan ramah, makasih YesDok",positif
326,yesdok,"Aplikasi ini sangat berguna apalagi kalangan mahasiswa bisa membantu lebih cepat, serta bisa dilakukan di mana saja dan saat dibutuhkan ketika sakit",positif
327,yesdok,"Aplikasi sangat bagus, sangat recommended, karena sangat-sangat tidak membuat kita mengantri lagi seperti praktek dokter offline, semoga aplikasi ini kedepannya bisa berkembang",positif
328,yesdok,"Aplikasinya sangat bermanfaat, mudah di pahami , konsultasi kesehatan jadi mudah udah kaya temen sendiri bisa tanya jawab . Trimakasih YesDok",positif
329,yesdok,"Hidup sehat itu sangat lah beharga bagi kehidupan kita. Maka dari itu kita disarankan untuk selalu menjaga kesehatan tubuh diri kita. Apalagi bagi yang sering beraktivitas dalam pekerjaan yang sangat sibuk, sampai-sampai diri kita pun jarang terkontrol dengan kesehatan diri kita sendiri. Alhamdulillah jaman sekarang sudah canggih. Berkat adanya aplikasi YesDok ini kita pun dapat mengontrol kesehatan diri kita melalui ponsel yg kita gunakan. Terimakasih aplikasi YesDok. Aplikasi untuk kesehatan",positif
330,yesdok,"Tanggapannya sangat cepat, doker tersedia 24 jam. Pelayanannya juga ramah. Dan yang paling sya suka di akhir tanya jawab ada hasil kesimpulannya.goodlah",positif
331,yesdok,"Hebat, aplikasi yg sangat bagus. Saya jadi bisa check kondisi kesehatan saya kapanpun, ada fitur video juga. Sesibuk apapun saya dengan pekerjaan berkat aplikasi ini saya bisa check kesehatan saya kapanpun dan dimanapun. Inovasi yg keren.",positif
332,yesdok,aplikasi yes dok sangat membantu saya dan mempermudah konsultasi dengan dokter kapanpun dan dimanapun kita berada jadi sekarang tak khawatir lagi terima kasih yes dok,positif
333,yesdok,Untuk sistem sudah bagua tinggal UI nya saja yang mungkin harus lebih eye catching lagi :),positif
334,yesdok,"Wah Aplikasi ini sangat membantu, seperti ketika salah satu keluarga saya ada yang sakit Saya tidak perlu ambil pusing lagi Cukup buka aplikasi yes dok dan mendapatkan solusinya Amazing 😍 I love it",positif
335,yesdok,"Konsultasi mudah.. Respon cepat, dan bermanfaat.. Apa lagi kalau bukan YesDok.. Ayo buruan download YesDok sekarang juga.. Dan rasakan manfaatnya..",positif
336,yesdok,"aplikasi yang sangat bagus dan membantu khususnya untuk individu yang terlalulu sibuk, ditangangani oleh dokter professional dan ramah sukses selalu YesDok",positif
337,yesdok,"Dulu saya pernah demam ringan, tau kalau demam karena konsul sama aplikasi YesDok ini. Terimakasih ya. Aplikasinya berguna bngt jadi gak terlambat untuk penanganan suatu penyakit.",positif
338,yesdok,"Aplikasi yang sangat bermanfaat, apalagi dalam keadaan sekarang ini, sangat membantu karena kita bisa konsultan kapan saja tanpa keluar rumah, Thanks YesDok.",positif
339,yesdok,"Aplikasi bagus. trimakasih karna aplikasi ini sangat membantu bagi saya yg sibuk kerja, yg tidak bisa kontrol rutin soal kesehatan saya. semoga kedepannya menjadi semakin bermanfaat.",positif
340,yesdok,"Aplikasi ini sangat membantu sekali. Apalagi saat ini tidak diperbolehkan untuk keluar rumah, sehingga kita bisa langsung di rumah aja, dokternya pun juga ramah penjelasannya sangat mudah dipahami",positif
341,yesdok,"Aplikasi yang bagus dan kreatif , sangat menjadi pilihan karena tidak perlu lagi daftar dan mengantri untuk konsultan praktek dokter offline, cukup dengan buka aplikasi yesdok dan konsul deh",positif
342,yesdok,Yesdok sangat membantu konsultasi dg dokter secara langsung tanpa antri dan gac perlu keluar rumah... Karena cukup menggunakan smartphone juga udah bisa konsultasi dg dokter secara langsung..,positif
343,yesdok,"Keren aplikasi ny, bisa tnya ke dokter ny langsung tnpa antri, namun dengan harga yg terjangkau, good aplikasi. Good job",positif
344,yesdok,"Aplikasi yang sangat memudahkan bagi pasien daerah khususnya, terutama jarak yang jauh dari dokter, waktu yang mepet untuk konsultasi di dokter umum, dan jawaban yang sangat membantu bagi kami untuk daerah pelosok, keren dan sangat memudahkan. Sukses dan semoga menjadi manfaat bagi banyak orang YesDok",positif
345,yesdok,Aplikasi ini sangat bermanfaat untuk mengetahui penyakit yang tidak terdeteksi. Juga bisa konsultasi dengan dokter. Pokoknya keren deh. Ayo teman-teman download aplikasi bermanfaat ini karena akan rugi kalau nggak download.,positif
346,yesdok,"Aplikasi yesdok sangat bagus untuk kami yang tidak mengetahui tentang kesehatan. Sehingga tidak perlu jauh"" ke puskesmas untuk konsultasi dan menghabiskan uang banyak. Terima kasih yes dok.",positif
347,yesdok,"Aplikasi ini sangat membantu!!!Dan memudahkan bagi semua yang ingin konsultasi tanpa harus ribet;) Apabila keadaan tidak memungkinkan untuk pergi ke rumah sakit, bisa langsung download/ buka aplikas yesDok ini😊💙",positif
348,yesdok,"Aplikasi yesdok ini sangat membantu terutama untuk saya seorang ibu rumah tangga. Dengan klik aplikasi ini, saya dapat dengan mudah konsultasi dengan dokter mengenai keluhan-keluhan yang saya alami. Dokternya sangat ramah. Kapanpun saya ingin konsultasi langsung klik aplikasi yesdok langsung tersedia.",positif
349,yesdok,"Aku kalo lagi sakit atau lagi gejala pasti langsung konsultasi ke yesdok karna dokternya ramah bgt membantu konsultasi pasien nya dengan sabar, dan selalu ada notif buat selalu olahraga setiap hari nya jadi aku selalu diingetin terus sama yesdok",positif
350,yesdok,"Terimakasih atas pengembang aplikasi ini, sangat bermanfaat sekali, konsultasi dengan dokter 2 profesional sangat mudah, tidak harus antri ke klinik. Makasih yesDok",positif
351,yesdok,"Aplikasi YesDok ini sangat membantu saya. Saya tidak perlu repot repot pergi ke praktik dokter atau ke klinik untuk berkonsultasi tentang kesehatan saya. Selain itu, di aplikasi ini juga tersedia berbagai macam artikel tentang kesehatan yang tetunya pasti akan bermanfaat sekali bagi keseharian. Artikel tersebut seperti tahapan perkembangan penglihatan bayi umur 0 sampai 12 bulan, manfaat mencukur bulu kemaluan, penyebab leher tegang. Emang keren deh aplikasinya👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍",positif
